"STIME"	"NE_ID"	"OBJID"	"A_PARTYLOCATION"	"B_PARTYLOCATION"	"A_PARTYCARRIER"	"B_PARTYCARRIER"	"A_PARTYTECHNOLOGY"	"B_PARTYTECHNOLOGY"	"A_PARTYNUMBER"	"CODEC"	"MCC"	"MNC"	"LAC"	"CELLID"	"CHANNEL"	"SIGNAL_LEVEL"	"CALLTYPE"	"DIALINGTIME_CET"	"CONNECTTIME_CET"	"CALLSETUPDURATION"	"CALLSETUPSUCCESSRATIO"	"CONNECTSETUPDURATION"	"CONNECTSETUPSUCCESSRATIO"	"CALLDROPRATIO"	"CALLSERVICEAVAILABILITY"	"AUDIOLOOPS_AB"	"AUDIOLOOPS_BA"	"MOS_AB"	"MOS_AB_SUM"	"MOS_BA"	"MOS_BA_SUM"	"SPEECHDELAY_AB"	"SPEECHDELAY_AB_SUM"	"SPEECHDELAY_BA"	"SPEECHDELAY_BA_SUM"	"MTEXPECTED_AB"	"MTEXPECTED_BA"	"MTRECORDED_AB"	"MTRECORDED_BA"	"MTSUCCESSRATE"
"190220 06:09"	"CALL"	"187"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 06:09:14"	"2019.02.20 06:09:14"	"302"	"100"	"432"	"100"	"0"	"1"	"2"	"2"	"4.5"	"8.99"	"4.47"	"8.94"	"48.573"	"97.145"	"47.333"	"94.666"	"12"	"12"	"12"	"12"	"100"
"190220 06:09"	"CALL"	"188"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 06:09:14"	"2019.02.20 06:09:15"	"316"	"100"	"392"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.96"	"4.47"	"8.94"	"47.323"	"94.645"	"47.687"	"95.374"	"12"	"12"	"12"	"12"	"100"
"190220 06:10"	"CALL"	"189"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 06:10:58"	"2019.02.20 06:10:58"	"275"	"100"	"390"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.95"	"4.47"	"8.95"	"47.698"	"95.395"	"46.208"	"92.416"	"12"	"12"	"12"	"12"	"100"
"190220 06:10"	"CALL"	"190"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 06:10:58"	"2019.02.20 06:10:58"	"261"	"100"	"372"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.93"	"4.48"	"8.96"	"47.448"	"94.895"	"47.833"	"95.666"	"12"	"12"	"12"	"12"	"100"
"190220 06:10"	"CALL"	"191"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 06:10:59"	"2019.02.20 06:10:59"	"311"	"100"	"386"	"100"	"0"	"1"	"2"	"2"	"4.49"	"8.98"	"4.46"	"8.93"	"46.823"	"93.645"	"46.562"	"93.124"	"12"	"12"	"12"	"12"	"100"
"190220 06:10"	"CALL"	"192"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 06:10:59"	"2019.02.20 06:11:00"	"273"	"100"	"384"	"100"	"0"	"1"	"2"	"2"	"4.52"	"9.04"	"4.46"	"8.92"	"47.073"	"94.145"	"46.927"	"93.854"	"12"	"12"	"12"	"12"	"100"
"190220 07:01"	"CALL"	"193"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 07:01:37"	"2019.02.20 07:01:37"	"282"	"100"	"381"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.49"	"8.97"	"47.646"	"95.292"	"46.739"	"93.478"	"12"	"12"	"12"	"12"	"100"
"190220 07:01"	"CALL"	"194"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 07:01:37"	"2019.02.20 07:01:37"	"309"	"100"	"391"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.49"	"8.97"	"46.247"	"92.494"	"44.794"	"89.588"	"12"	"12"	"12"	"12"	"100"
"190220 07:01"	"CALL"	"195"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 07:01:37"	"2019.02.20 07:01:38"	"280"	"100"	"424"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.95"	"4.45"	"8.91"	"44.274"	"88.547"	"46.611"	"93.223"	"12"	"12"	"12"	"12"	"100"
"190220 07:01"	"CALL"	"196"	"Darmstadt"	"Darmstadt"	"Telekom 8"	"Telekom 7"	"NGN ISDN"	"NGN ISDN"	"61519578781"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 07:01:37"	"2019.02.20 07:01:38"	"279"	"100"	"407"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.45"	"8.9"	"46.03"	"92.061"	"44.896"	"89.792"	"12"	"12"	"12"	"12"	"100"
"190220 07:01"	"CALL"	"197"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom"	"NGN ISDN"	"ISDN"	"61511535878"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 07:01:40"	"2019.02.20 07:01:41"	"1721"	"100"	"1849"	"100"	"0"	"1"	"2"	"2"	"3.64"	"7.28"	"3.63"	"7.25"	"41.875"	"83.751"	"64.156"	"128.311"	"12"	"12"	"12"	"12"	"100"
"190220 07:01"	"CALL"	"198"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673685"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 07:01:40"	"2019.02.20 07:01:42"	"1844"	"100"	"1923"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.21"	"3.57"	"7.14"	"41.136"	"82.273"	"66.447"	"132.894"	"12"	"12"	"12"	"12"	"100"
"190220 07:01"	"CALL"	"199"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673686"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 07:01:41"	"2019.02.20 07:01:43"	"1715"	"100"	"1785"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.25"	"3.61"	"7.23"	"43.042"	"86.085"	"66.51"	"133.019"	"12"	"12"	"12"	"12"	"100"
"190220 07:01"	"CALL"	"200"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom"	"NGN ISDN"	"ISDN"	"61518606372"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 07:01:42"	"2019.02.20 07:01:43"	"1820"	"100"	"1895"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.2"	"3.63"	"7.26"	"41.855"	"83.71"	"63.614"	"127.228"	"12"	"12"	"12"	"12"	"100"
"190220 07:03"	"CALL"	"201"	"Darmstadt"	"Darmstadt"	"Telekom 8"	"Telekom 7"	"NGN ISDN"	"NGN ISDN"	"61519578781"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 07:03:23"	"2019.02.20 07:03:23"	"259"	"100"	"382"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.93"	"4.46"	"8.93"	"47.224"	"94.449"	"48.036"	"96.071"	"12"	"12"	"12"	"12"	"100"
"190220 07:03"	"CALL"	"202"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 07:03:23"	"2019.02.20 07:03:23"	"293"	"100"	"393"	"100"	"0"	"1"	"2"	"2"	"4.42"	"8.85"	"4.5"	"9"	"48.174"	"96.349"	"49.346"	"98.691"	"12"	"12"	"12"	"12"	"100"
"190220 07:03"	"CALL"	"203"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 07:03:23"	"2019.02.20 07:03:23"	"289"	"100"	"378"	"100"	"0"	"1"	"2"	"2"	"4.44"	"8.88"	"4.46"	"8.92"	"49.106"	"98.212"	"47.924"	"95.849"	"12"	"12"	"12"	"12"	"100"
"190220 07:03"	"CALL"	"204"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 07:03:23"	"2019.02.20 07:03:23"	"257"	"100"	"353"	"100"	"0"	"1"	"2"	"2"	"4.42"	"8.84"	"4.46"	"8.92"	"51.349"	"102.697"	"48.974"	"97.948"	"12"	"12"	"12"	"12"	"100"
"190220 07:03"	"CALL"	"205"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom"	"NGN ISDN"	"ISDN"	"61511535878"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 07:03:29"	"2019.02.20 07:03:31"	"1820"	"100"	"1942"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.22"	"3.57"	"7.15"	"50.387"	"100.774"	"58.249"	"116.497"	"12"	"12"	"12"	"12"	"100"
"190220 07:03"	"CALL"	"206"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673685"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 07:03:31"	"2019.02.20 07:03:33"	"1838"	"100"	"1916"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.21"	"3.63"	"7.26"	"48.251"	"96.502"	"58.051"	"116.101"	"12"	"12"	"12"	"12"	"100"
"190220 07:03"	"CALL"	"207"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom"	"NGN ISDN"	"ISDN"	"61518606372"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 07:03:32"	"2019.02.20 07:03:33"	"1761"	"100"	"1860"	"100"	"0"	"1"	"2"	"2"	"3.64"	"7.28"	"3.62"	"7.24"	"50.584"	"101.169"	"58.655"	"117.31"	"12"	"12"	"12"	"12"	"100"
"190220 07:03"	"CALL"	"208"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673686"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 07:03:32"	"2019.02.20 07:03:34"	"1736"	"100"	"1802"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.23"	"3.64"	"7.27"	"49.751"	"99.502"	"57.061"	"114.122"	"12"	"12"	"12"	"12"	"100"
"190220 07:05"	"CALL"	"209"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 3"	"ISDN"	"NGN ISDN"	"91244963414"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 07:05:28"	"2019.02.20 07:05:31"	"3033"	"100"	"3091"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.2"	"3.65"	"7.3"	"61.135"	"122.269"	"54.001"	"108.002"	"12"	"12"	"12"	"12"	"100"
"190220 07:05"	"CALL"	"210"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 2"	"ISDN"	"NGN ISDN"	"91244963413"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 07:05:29"	"2019.02.20 07:05:32"	"3243"	"100"	"3303"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.19"	"3.6"	"7.21"	"63.926"	"127.852"	"51.334"	"102.669"	"12"	"12"	"12"	"12"	"100"
"190220 07:05"	"CALL"	"211"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 4"	"ISDN"	"NGN ISDN"	"91244963415"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 07:05:29"	"2019.02.20 07:05:33"	"3400"	"100"	"3437"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.22"	"3.61"	"7.22"	"62.124"	"124.248"	"51.168"	"102.336"	"12"	"12"	"12"	"12"	"100"
"190220 07:05"	"CALL"	"212"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 1"	"ISDN"	"NGN ISDN"	"91244963412"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 07:05:30"	"2019.02.20 07:05:33"	"3105"	"100"	"3210"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.22"	"3.6"	"7.2"	"62.624"	"125.248"	"52.792"	"105.585"	"12"	"12"	"12"	"12"	"100"
"190220 07:07"	"CALL"	"213"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 2"	"ISDN"	"NGN ISDN"	"91244963413"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 07:07:37"	"2019.02.20 07:07:40"	"3030"	"100"	"3200"	"100"	"0"	"1"	"2"	"2"	"3.63"	"7.25"	"3.56"	"7.12"	"61.457"	"122.913"	"53.366"	"106.733"	"12"	"12"	"12"	"12"	"100"
"190220 07:07"	"CALL"	"214"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 1"	"ISDN"	"NGN ISDN"	"91244963412"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 07:07:38"	"2019.02.20 07:07:41"	"3189"	"100"	"3227"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.2"	"3.63"	"7.26"	"59.717"	"119.434"	"54.428"	"108.857"	"12"	"12"	"12"	"12"	"100"
"190220 07:07"	"CALL"	"215"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 4"	"ISDN"	"NGN ISDN"	"91244963415"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 07:07:38"	"2019.02.20 07:07:41"	"3165"	"100"	"3224"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.22"	"3.62"	"7.25"	"63.238"	"126.475"	"55.626"	"111.253"	"12"	"12"	"12"	"12"	"100"
"190220 07:07"	"CALL"	"216"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 3"	"ISDN"	"NGN ISDN"	"91244963414"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 07:07:38"	"2019.02.20 07:07:42"	"3401"	"100"	"3438"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.19"	"3.63"	"7.26"	"60.624"	"121.247"	"53.096"	"106.192"	"12"	"12"	"12"	"12"	"100"
"190220 07:09"	"CALL"	"217"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 07:09:41"	"2019.02.20 07:09:42"	"304"	"100"	"409"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.46"	"8.92"	"47.458"	"94.916"	"46.448"	"92.896"	"12"	"12"	"12"	"12"	"100"
"190220 07:09"	"CALL"	"218"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 07:09:42"	"2019.02.20 07:09:42"	"261"	"100"	"389"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.97"	"4.47"	"8.93"	"48.583"	"97.166"	"49.812"	"99.624"	"12"	"12"	"12"	"12"	"100"
"190220 07:09"	"CALL"	"219"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 07:09:42"	"2019.02.20 07:09:43"	"273"	"100"	"368"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.46"	"8.92"	"48.823"	"97.645"	"46.937"	"93.874"	"12"	"12"	"12"	"12"	"100"
"190220 07:09"	"CALL"	"220"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 07:09:43"	"2019.02.20 07:09:43"	"314"	"100"	"391"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.95"	"4.46"	"8.92"	"47.323"	"94.645"	"46.437"	"92.874"	"12"	"12"	"12"	"12"	"100"
"190220 07:11"	"CALL"	"221"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 07:11:31"	"2019.02.20 07:11:31"	"281"	"100"	"374"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.93"	"4.5"	"9.01"	"46.937"	"93.874"	"46.948"	"93.895"	"12"	"12"	"12"	"12"	"100"
"190220 07:11"	"CALL"	"222"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 07:11:31"	"2019.02.20 07:11:32"	"264"	"100"	"379"	"100"	"0"	"1"	"2"	"2"	"4.52"	"9.05"	"4.49"	"8.98"	"48.208"	"96.416"	"48.344"	"96.688"	"12"	"12"	"12"	"12"	"100"
"190220 07:11"	"CALL"	"223"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 07:11:32"	"2019.02.20 07:11:32"	"365"	"100"	"444"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.48"	"8.96"	"47.937"	"95.874"	"46.323"	"92.645"	"12"	"12"	"12"	"12"	"100"
"190220 07:11"	"CALL"	"224"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 07:11:32"	"2019.02.20 07:11:32"	"272"	"100"	"398"	"100"	"0"	"1"	"2"	"2"	"4.43"	"8.85"	"4.51"	"9.02"	"47.708"	"95.416"	"46.958"	"93.916"	"12"	"12"	"12"	"12"	"100"
"190220 08:01"	"CALL"	"225"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 08:01:30"	"2019.02.20 08:01:30"	"281"	"100"	"414"	"100"	"0"	"1"	"2"	"2"	"4.45"	"8.9"	"4.44"	"8.88"	"43.194"	"86.387"	"48.201"	"96.403"	"12"	"12"	"12"	"12"	"100"
"190220 08:01"	"CALL"	"226"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 08:01:30"	"2019.02.20 08:01:31"	"286"	"100"	"387"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.95"	"4.49"	"8.98"	"46.941"	"93.883"	"42.319"	"84.637"	"12"	"12"	"12"	"12"	"100"
"190220 08:01"	"CALL"	"227"	"Darmstadt"	"Darmstadt"	"Telekom 8"	"Telekom 7"	"NGN ISDN"	"NGN ISDN"	"61519578781"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 08:01:33"	"2019.02.20 08:01:33"	"350"	"100"	"417"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.51"	"9.01"	"46.344"	"92.687"	"47.198"	"94.395"	"12"	"12"	"12"	"12"	"100"
"190220 08:01"	"CALL"	"228"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 08:01:33"	"2019.02.20 08:01:33"	"276"	"100"	"380"	"100"	"0"	"1"	"2"	"2"	"4.51"	"9.03"	"4.47"	"8.94"	"48.094"	"96.187"	"46.333"	"92.666"	"12"	"12"	"12"	"12"	"100"
"190220 08:01"	"CALL"	"229"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673685"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 08:01:41"	"2019.02.20 08:01:43"	"1735"	"100"	"1814"	"100"	"0"	"1"	"2"	"2"	"3.59"	"7.19"	"3.6"	"7.21"	"54.871"	"109.742"	"53.18"	"106.361"	"12"	"12"	"12"	"12"	"100"
"190220 08:01"	"CALL"	"230"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom"	"NGN ISDN"	"ISDN"	"61518606372"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 08:01:41"	"2019.02.20 08:01:43"	"1856"	"100"	"1950"	"100"	"0"	"1"	"2"	"2"	"3.59"	"7.18"	"3.61"	"7.22"	"58.028"	"116.056"	"54.389"	"108.778"	"12"	"12"	"12"	"12"	"100"
"190220 08:01"	"CALL"	"231"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom"	"NGN ISDN"	"ISDN"	"61511535878"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 08:01:42"	"2019.02.20 08:01:44"	"1974"	"100"	"2104"	"100"	"0"	"1"	"2"	"2"	"3.58"	"7.17"	"3.59"	"7.19"	"57.007"	"114.013"	"55.482"	"110.965"	"12"	"12"	"12"	"12"	"100"
"190220 08:01"	"CALL"	"232"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673686"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 08:01:43"	"2019.02.20 08:01:45"	"1758"	"100"	"1841"	"100"	"0"	"1"	"2"	"2"	"3.63"	"7.27"	"3.62"	"7.24"	"57.07"	"114.139"	"55.076"	"110.152"	"12"	"12"	"12"	"12"	"100"
"190220 08:03"	"CALL"	"233"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 08:03:15"	"2019.02.20 08:03:16"	"280"	"100"	"392"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.96"	"4.45"	"8.91"	"44.827"	"89.653"	"50.579"	"101.158"	"12"	"12"	"12"	"12"	"100"
"190220 08:03"	"CALL"	"234"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 08:03:16"	"2019.02.20 08:03:16"	"280"	"100"	"381"	"100"	"0"	"1"	"2"	"2"	"4.51"	"9.02"	"4.49"	"8.99"	"49.35"	"98.7"	"43.077"	"86.153"	"12"	"12"	"12"	"12"	"100"
"190220 08:03"	"CALL"	"235"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 08:03:18"	"2019.02.20 08:03:19"	"246"	"100"	"349"	"100"	"0"	"1"	"2"	"2"	"4.51"	"9.02"	"4.43"	"8.86"	"52.936"	"105.872"	"48.053"	"96.106"	"12"	"12"	"12"	"12"	"100"
"190220 08:03"	"CALL"	"236"	"Darmstadt"	"Darmstadt"	"Telekom 8"	"Telekom 7"	"NGN ISDN"	"NGN ISDN"	"61519578781"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 08:03:19"	"2019.02.20 08:03:19"	"259"	"100"	"335"	"100"	"0"	"1"	"2"	"2"	"4.45"	"8.91"	"4.49"	"8.97"	"43.793"	"87.586"	"54.852"	"109.705"	"12"	"12"	"12"	"12"	"100"
"190220 08:03"	"CALL"	"237"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom"	"NGN ISDN"	"ISDN"	"61511535878"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 08:03:31"	"2019.02.20 08:03:32"	"1719"	"100"	"1843"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.24"	"3.64"	"7.29"	"47.931"	"95.863"	"60.756"	"121.512"	"12"	"12"	"12"	"12"	"100"
"190220 08:03"	"CALL"	"238"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom"	"NGN ISDN"	"ISDN"	"61518606372"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 08:03:31"	"2019.02.20 08:03:33"	"1958"	"100"	"2034"	"100"	"0"	"1"	"2"	"2"	"3.59"	"7.18"	"3.64"	"7.29"	"51.546"	"103.092"	"62.736"	"125.471"	"12"	"12"	"12"	"12"	"100"
"190220 08:03"	"CALL"	"239"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673685"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 08:03:32"	"2019.02.20 08:03:33"	"1666"	"100"	"1751"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.24"	"3.59"	"7.18"	"47.254"	"94.509"	"61.642"	"123.283"	"12"	"12"	"12"	"12"	"100"
